time_utc,hours_since_dts_start,hot_zone_250_275m_C,hot_zone_250_275m_fit_C,casing_shoe_305_315m_C,casing_shoe_305_315m_fit_C,open_interval_350_372m_C,open_interval_350_372m_fit_C
2016-03-20 04:00:00+00:00,52.577777777777776,155.6580808080808,154.76307468939208,132.63518987341774,132.88498999749524,112.54238095238094,112.54721043908823
2016-03-20 05:00:00+00:00,53.577777777777776,155.67555555555555,154.89579321150921,132.5124683544304,132.8666941110102,112.51464285714285,112.56356415581459
2016-03-20 06:00:00+00:00,54.577777777777776,155.80242424242425,155.0258842750977,132.49911392405065,132.84858085902107,112.95199404761902,112.57977996343344
2016-03-20 07:00:00+00:00,55.577777777777776,155.9219191919192,155.15339989654683,132.49291139240503,132.83064841842085,112.70523809523807,112.59585902491723
2016-03-20 08:00:00+00:00,56.577777777777776,156.0582575757575,155.27839106246583,132.48639240506327,132.81289498430124,112.5744642857143,112.61180249343118
2016-03-20 09:00:00+00:00,57.577777777777776,156.13065656565652,155.40090775007036,132.44645569620258,132.7953187697711,112.49473214285716,112.62761151241601
2016-03-20 10:00:00+00:00,58.577777777777776,156.177904040404,155.520998947166,132.3670253164557,132.77791800577643,112.38101190476188,112.64328721566991
2016-03-20 11:00:00+00:00,59.577777777777776,156.30166666666673,155.63871267173562,132.36569620253164,132.76069094092244,112.5790476190476,112.65883072742989
2016-03-20 12:00:00+00:00,60.577777777777776,156.34656565656567,155.75409599113928,132.30784810126585,132.7436358412973,112.89892857142851,112.67424316245237
2016-03-20 13:00:00+00:00,61.577777777777776,156.41997474747473,155.86719504093386,132.25056962025317,132.72675099029746,112.35008928571428,112.68952562609319
2016-03-20 14:00:00+00:00,62.577777777777776,156.4897727272727,155.97805504332024,132.2193670886076,132.710034688455,112.45255952380953,112.7046792143868
2016-03-20 15:00:00+00:00,63.577777777777776,156.5974747474747,156.08672032522517,132.2081012658228,132.69348525326663,112.3998214285714,112.71970501412493
2016-03-20 16:00:00+00:00,64.57777777777778,156.8396969696969,156.19323433602523,132.3374050632911,132.67710101902415,112.69571428571427,112.73460410293453
2016-03-20 17:00:00+00:00,65.57777777777778,156.92737373737373,156.2976396649199,132.29822784810128,132.66088033664695,112.86994047619052,112.749377549355
2016-03-20 18:00:00+00:00,66.57777777777778,157.0686363636364,156.39997805796062,132.36208860759496,132.64482157351605,113.23952380952382,112.76402641291493
2016-03-20 19:00:00+00:00,67.57777777777778,157.31462121212124,156.50029043474294,132.47303797468356,132.6289231133096,113.04187500000002,112.77855174420795
2016-03-20 20:00:00+00:00,68.57777777777778,157.4130555555556,156.59861690476782,132.52417721518984,132.61318335584045,112.98520833333332,112.79295458496817
2016-03-20 21:00:00+00:00,69.57777777777778,157.44699494949498,156.69499678347947,132.46360759493672,132.59760071689482,112.7884226190476,112.8072359681449
2016-03-20 22:00:00+00:00,70.57777777777778,157.60262626262627,156.7894686079853,132.5244303797468,132.58217362807304,113.12238095238088,112.82139691797667
2016-03-20 23:00:00+00:00,71.57777777777778,157.62176767676772,156.882070152465,132.45379746835442,132.56690053663164,113.10029761904768,112.83543845006473
2016-03-21 00:00:00+00:00,72.57777777777778,157.56909090909096,156.97283844327418,132.323417721519,132.55177990532707,113.1292857142857,112.84936157144587
2016-03-21 01:00:00+00:00,73.57777777777778,157.5116919191919,157.0618097737495,132.1894936708861,132.5368102122609,112.59666666666672,112.86316728066465
2016-03-21 02:00:00+00:00,74.57777777777778,157.61845959595965,157.14901971872007,132.21303797468354,132.52198995072678,112.98508928571432,112.87685656784504
2016-03-21 03:00:00+00:00,75.57777777777778,157.69297979797986,157.23450314873222,132.22518987341772,132.5073176290586,112.80372023809524,112.89043041476135
2016-03-21 04:00:00+00:00,76.57777777777778,157.79792929292933,157.3182942439921,132.25113924050632,132.49279177048064,112.82130952380948,112.90388979490874
2016-03-21 05:00:00+00:00,77.57777777777778,157.85813131313137,157.40042650803272,132.23493670886074,132.47841091295857,113.13702380952378,112.91723567357295
2016-03-21 06:00:00+00:00,78.57777777777778,157.90790404040405,157.48093278110997,132.20841772151897,132.46417360905258,113.44497023809524,112.9304690078996
2016-03-21 07:00:00+00:00,79.57777777777778,157.95661616161618,157.55984525333383,132.18974683544303,132.45007842577158,113.08491071428573,112.94359074696283
2016-03-21 08:00:00+00:00,80.57777777777778,157.99702020202022,157.63719547753948,132.1532911392405,132.43612394442903,113.0052380952381,112.95660183183328
2016-03-21 09:00:00+00:00,81.57777777777778,158.02095959595962,157.71301438190335,132.1085443037975,132.4223087605,112.7421726190476,112.96950319564569
2016-03-21 10:00:00+00:00,82.57777777777778,158.08664141414147,157.78733228230996,132.08848101265824,132.40863148347998,112.88252976190476,112.98229576366576
2016-03-21 11:00:00+00:00,83.57777777777778,158.12590909090912,157.86017889447325,132.06683544303797,132.39509073674486,112.87386904761908,112.99498045335652
2016-03-21 12:00:00+00:00,84.57777777777778,158.17323232323244,157.93158334581864,132.03848101265822,132.38168515741236,112.8796428571429,113.00755817444416
2016-03-21 13:00:00+00:00,85.57777777777778,158.19679292929288,158.00157418712917,131.99765822784815,132.3684133962048,113.16702380952378,113.0200298289832
2016-03-21 14:00:00+00:00,86.57777777777778,158.24398989898987,158.0701794039617,131.99474683544304,132.35527411731343,113.12794642857138,113.0323963114213
2016-03-21 15:00:00+00:00,87.57777777777778,158.39939393939383,158.13742642783666,132.0840506329114,132.34226599826385,113.08782738095243,113.04465850866326
2016-03-21 16:00:00+00:00,88.57777777777778,158.5008585858585,158.2033421472065,132.11797468354428,132.329387729783,113.05017857142856,113.0568173001348
2016-03-21 17:00:00+00:00,89.57777777777778,158.59464646464644,158.2679529182069,132.14879746835442,132.31663801566734,113.0541964285714,113.06887355784545
2016-03-21 18:00:00+00:00,90.57777777777778,158.66724747474748,158.33128457519518,132.16556962025314,132.30401557265236,113.23023809523812,113.08082814645124
2016-03-21 19:00:00+00:00,91.57777777777778,158.7716919191919,158.39336244108006,132.2240506329114,132.2915191302834,113.57122023809532,113.09268192331663
2016-03-21 20:00:00+00:00,92.57777777777778,158.8565656565657,158.45421133744688,132.23436708860766,132.27914743078796,113.21860119047614,113.10443573857603
2016-03-21 21:00:00+00:00,93.57777777777778,158.8875252525252,158.51385559448252,132.2173417721519,132.2668992289488,113.30488095238093,113.11609043519472
2016-03-21 22:00:00+00:00,94.57777777777778,158.89896464646466,158.57231906070362,132.17740506329113,132.2547732919789,113.1667261904762,113.1276468490294
2016-03-21 23:00:00+00:00,95.57777777777778,158.96896464646463,158.6296251124924,132.20050632911386,132.24276839939716,113.36848214285712,113.13910580888805
2016-03-22 00:00:00+00:00,96.57777777777778,158.95047979797985,158.68579666344348,132.116582278481,132.23088334290577,112.975625,113.1504681365894
2016-03-22 01:00:00+00:00,97.57777777777778,158.81689393939396,158.74085617352597,131.93708860759494,132.21911692626838,113.27633928571424,113.16173464702187
2016-03-22 02:00:00+00:00,98.57777777777778,158.8182323232324,158.79482565806384,131.89949367088605,132.2074679651898,112.91684523809528,113.17290614820207
2016-03-22 03:00:00+00:00,99.57777777777778,158.91808080808084,158.84772669653876,131.95018987341768,132.19593528719687,113.19434523809524,113.18398344133261
2016-03-22 04:00:00+00:00,100.57777777777778,158.9644444444444,158.89958044121852,131.9573417721519,132.18451773152026,113.42086309523812,113.1949673208597
2016-03-22 05:00:00+00:00,101.57777777777778,158.9492424242424,158.9504076256147,131.89525316455695,132.17321414897788,113.21127976190472,113.20585857453005
2016-03-22 06:00:00+00:00,102.57777777777778,158.99429292929284,159.00022857277284,131.89544303797464,132.16202340185896,113.45357142857152,113.21665798344742
2016-03-22 07:00:00+00:00,103.57777777777778,159.04085858585853,159.04906320339862,131.8913924050633,132.15094436380977,113.27270833333333,113.22736632212856
2016-03-22 08:00:00+00:00,104.57777777777778,158.982601010101,159.09693104382293,131.79101265822783,132.13997591972011,113.39470238095237,113.23798435855883
2016-03-22 09:00:00+00:00,105.57777777777778,158.97063131313132,159.14385123380958,131.73848101265827,132.12911696561113,112.8576488095238,113.24851285424728
2016-03-22 10:00:00+00:00,106.57777777777778,159.11123737373737,159.1898425342081,131.83,132.11836640852414,113.38866071428576,113.25895256428116
2016-03-22 11:00:00+00:00,107.57777777777778,159.15282828282835,159.23492333445526,131.8444303797468,132.10772316641072,113.15077380952384,113.26930423738024
2016-03-22 12:00:00+00:00,108.57777777777778,159.17010101010095,159.279111659928,131.810253164557,132.0971861680237,113.23601190476194,113.27956861595037
2016-03-22 13:00:00+00:00,109.57777777777778,159.19979797979786,159.32242517915077,131.80765822784812,132.08675435280946,113.42339285714289,113.28974643613675
2016-03-22 14:00:00+00:00,110.57777777777778,159.28368686868686,159.36488121086035,131.85734177215187,132.07642667080106,113.0420238095238,113.29983842787684
2016-03-22 15:00:00+00:00,111.57777777777778,159.3739646464646,159.40649673093048,131.8950632911392,132.06620208251258,113.41693452380952,113.3098453149525
2016-03-22 16:00:00+00:00,112.57777777777778,159.12136363636364,159.44728837915974,131.60291139240502,132.05607955883463,112.76250000000005,113.3197678150421
2016-03-22 17:00:00+00:00,113.57777777777778,159.39583333333337,159.4872724659249,131.82905063291145,132.0460580809306,113.33300595238096,113.32960663977187
2016-03-22 18:00:00+00:00,114.57777777777778,159.5049242424242,159.5264649787024,131.91449367088603,132.0361366401342,113.56577380952383,113.33936249476699
2016-03-22 19:00:00+00:00,115.57777777777778,159.59469696969697,159.56488158846116,131.9637341772152,132.0263142378479,113.73708333333336,113.34903607970216
2016-03-22 20:00:00+00:00,116.57777777777778,159.69328282828283,159.60253765592827,132.0255063291139,132.0165898854425,113.32074404761904,113.35862808835182
2016-03-22 21:00:00+00:00,117.57777777777778,159.6371212121213,159.63944823773113,131.93316455696203,132.00696260415748,113.52839285714282,113.36813920863989
2016-03-22 22:00:00+00:00,118.57777777777778,159.65113636363637,159.67562809241758,131.90708860759494,131.99743142500262,113.40464285714286,113.37757012268908
2016-03-22 23:00:00+00:00,119.57777777777778,159.7214141414142,159.7110916863573,131.93462025316458,131.98799538866044,113.3219047619048,113.38692150686985
2016-03-23 00:00:00+00:00,120.57777777777778,159.77462121212125,159.74585319952584,131.9508227848101,131.9786535453896,113.5851488095238,113.39619403184889
2016-03-23 01:00:00+00:00,121.57777777777778,159.7874494949495,159.77992653117468,131.94240506329112,131.96940495492933,113.76467261904756,113.40538836263724
2016-03-23 02:00:00+00:00,122.57777777777778,159.72050505050504,159.81332530538862,131.8450632911393,131.9602486864048,113.69249999999998,113.41450515863797
2016-03-23 03:00:00+00:00,123.57777777777778,159.68661616161614,159.84606287653344,131.78069620253166,131.9511838182335,113.291369047619,113.42354507369348
2016-03-23 04:00:00+00:00,124.57777777777778,159.690707070707,159.87815233459546,131.76075949367086,131.94220943803225,113.24119047619048,113.43250875613239
2016-03-23 05:00:00+00:00,125.57777777777778,159.67568181818177,159.90960651041564,131.71170886075947,131.93332464252566,113.11553571428573,113.44139684881603
2016-03-23 06:00:00+00:00,126.57777777777778,159.6724494949495,159.94043798081987,131.67898734177217,131.92452853745505,113.36089285714289,113.45020998918454
2016-03-23 07:00:00+00:00,127.57777777777778,159.6187373737374,159.97065907364774,131.6036708860759,131.91582023748845,113.21714285714292,113.45894880930263
2016-03-23 08:00:00+00:00,128.57777777777778,159.67426767676767,160.00028187268188,131.62132911392408,131.9071988661315,113.21145833333338,113.46761393590485
2016-03-23 09:00:00+00:00,129.57777777777778,159.71401515151518,160.0293182224795,131.62613924050632,131.89866355563927,113.30979166666664,113.47620599044056
2016-03-23 10:00:00+00:00,130.57777777777778,159.81297979797978,160.0577797331085,131.69550632911393,131.89021344692893,113.6125,113.48472558911854
2016-03-23 11:00:00+00:00,131.57777777777778,159.91121212121203,160.0856777847896,131.75936708860755,131.88184768949316,113.28767857142856,113.49317334295112
2016-03-23 12:00:00+00:00,132.57777777777778,159.916792929293,160.1130235324467,131.75550632911387,131.87356544131472,113.66116071428576,113.50154985779803
2016-03-23 13:00:00+00:00,133.57777777777778,159.92472222222224,160.13982791016718,131.73810126582276,131.86536586878157,113.37071428571429,113.50985573440985
2016-03-23 14:00:00+00:00,134.57777777777778,159.94090909090912,160.16610163557388,131.7141772151899,131.85724814660298,113.48476190476188,113.51809156847112
2016-03-23 15:00:00+00:00,135.57777777777778,160.0416161616162,160.19185521411032,131.78189873417728,131.8492114577266,113.34053571428574,113.52625795064301
2016-03-23 16:00:00+00:00,136.57777777777778,160.16325757575754,160.21709894324152,131.86101265822782,131.841254993256,113.67869047619052,113.53435546660573
2016-03-23 17:00:00+00:00,137.57777777777778,160.25666666666666,160.24184291657116,131.93708860759494,131.83337795236946,113.83226190476192,113.54238469710049
2016-03-23 18:00:00+00:00,138.57777777777778,160.33886363636367,160.26609702787763,131.97753164556963,131.8255795422392,113.73455357142858,113.5503462179712
2016-03-23 19:00:00+00:00,139.57777777777778,160.35898989898993,160.2898709750699,131.96911392405065,131.81785897795177,113.89190476190474,113.55824060020572
2016-03-23 20:00:00+00:00,140.57777777777778,160.18565656565664,160.31317426406534,131.7443670886076,131.81021548242882,113.51348214285711,113.56606840997682
2016-03-23 21:00:00+00:00,141.57777777777778,160.22785353535352,160.3360162125904,131.7687341772152,131.8026482863491,113.84303571428566,113.57383020868285
2016-03-23 22:00:00+00:00,142.57777777777778,160.38803030303032,160.35840595390653,131.91474683544303,131.79515662807086,113.55315476190472,113.5815265529879
2016-03-23 23:00:00+00:00,143.57777777777778,160.44151515151506,160.38035244046182,131.95607594936706,131.78773975355531,113.72940476190476,113.58915799486176
2016-03-24 00:00:00+00:00,144.57777777777778,160.36398989898987,160.40186444747084,131.8506962025317,131.7803969162907,113.94124999999995,113.59672508161958
2016-03-24 01:00:00+00:00,145.57777777777778,160.3146717171718,160.42295057642318,131.7601265822785,131.77312737721712,113.76398809523808,113.60422835596101
2016-03-24 02:00:00+00:00,146.57777777777778,160.320808080808,160.4436192585228,131.76778481012656,131.76593040465215,113.54178571428572,113.6116683560092
2016-03-24 03:00:00+00:00,147.57777777777778,160.38484848484848,160.46387875805928,131.83234177215192,131.75880527421722,113.8570535714286,113.61904561534935
2016-03-24 04:00:00+00:00,148.57777777777778,160.37994949494956,160.48373717571212,131.80658227848102,131.7517512687648,113.97863095238093,113.626360663067
2016-03-24 05:00:00+00:00,149.57777777777778,160.36500000000007,160.5032024517899,131.77670886075947,131.74476767830595,113.46416666666664,113.63361402378598
2016-03-24 06:00:00+00:00,150.57777777777778,160.35696969696968,160.52228236940502,131.75164556962025,131.7378537999392,113.85238095238095,113.64080621770599
2016-03-24 07:00:00+00:00,151.57777777777778,160.3629797979798,160.540984557586,131.7357594936709,131.7310089377795,113.55669642857144,113.64793776063999
2016-03-24 08:00:00+00:00,152.57777777777778,160.31651515151515,160.55931649432762,131.68367088607602,131.72423240288845,113.62002976190476,113.65500916405111
2016-03-24 09:00:00+00:00,153.57777777777778,160.2776262626262,160.5772855095812,131.60949367088605,131.71752351320467,113.30154761904755,113.66202093508939
2016-03-24 10:00:00+00:00,154.57777777777778,160.23398989898982,160.59489878818533,131.56373417721514,131.7108815934754,113.756130952381,113.6689735766281
2016-03-24 11:00:00+00:00,155.57777777777778,160.404090909091,160.61216337273868,131.70221518987336,131.7043059751884,113.46098214285706,113.67586758729988
2016-03-24 12:00:00+00:00,156.57777777777778,160.43661616161614,160.6290861664161,131.71430379746835,131.6977959965047,114.09830357142854,113.68270346153241
2016-03-24 13:00:00+00:00,157.57777777777778,160.42674242424243,160.64567393572867,131.67518987341774,131.69135100219205,113.49491071428574,113.68948168958394
2016-03-24 14:00:00+00:00,158.57777777777778,160.40398989899,160.66193331322933,131.6345569620253,131.6849703435588,113.35220238095243,113.69620275757842
2016-03-24 15:00:00+00:00,159.57777777777778,160.4697474747475,160.67787080016487,131.6734810126582,131.6786533783888,113.58937499999998,113.70286714754036
2016-03-24 16:00:00+00:00,160.57777777777778,160.5218181818182,160.69349276907545,131.71113924050636,131.6723994708766,113.67497023809526,113.70947533742945
2016-03-24 17:00:00+00:00,161.57777777777778,160.6524747474748,160.70880546634262,131.81518987341775,131.6662079915636,113.47494047619044,113.71602780117473
2016-03-24 18:00:00+00:00,162.57777777777778,160.8124747474747,160.72381501468683,131.95993670886077,131.6600783172746,113.8398214285714,113.72252500870871
2016-03-24 19:00:00+00:00,163.57777777777778,160.80964646464645,160.73852741561578,131.91582278481008,131.6540098310551,113.80625000000002,113.72896742600099
2016-03-24 20:00:00+00:00,164.57777777777778,160.8229040404041,160.75294855182386,131.9150632911392,131.64800192210924,113.65372023809527,113.73535551509167
2016-03-24 21:00:00+00:00,165.57777777777778,160.88926767676773,160.76708418954448,131.95987341772152,131.64205398573824,113.85351190476192,113.74168973412456
2016-03-24 22:00:00+00:00,166.57777777777778,160.887601010101,160.7809399808556,131.95132911392406,131.6361654232796,113.92744047619048,113.74797053737998
2016-03-24 23:00:00+00:00,167.57777777777778,160.8940404040404,160.79452146593974,131.9458227848101,131.63033564204687,113.98011904761904,113.75419837530734
2016-03-25 00:00:00+00:00,168.57777777777778,160.96406565656565,160.80783407529918,131.99424050632916,131.6245640552699,113.76354166666664,113.76037369455747
2016-03-25 01:00:00+00:00,169.57777777777778,160.89992424242422,160.8208831319273,131.92126582278473,131.61885008203586,114.0909226190476,113.76649693801464
2016-03-25 02:00:00+00:00,170.57777777777778,160.82578282828285,160.833673853437,131.828670886076,131.6131931472308,113.6724107142857,113.77256854482833
2016-03-25 03:00:00+00:00,171.57777777777778,160.90111111111108,160.8462113541469,131.89531645569627,131.60759268148158,113.81744047619048,113.77858895044471
2016-03-25 04:00:00+00:00,172.57777777777778,160.90053030303028,160.8585006471263,131.89139240506333,131.60204812109887,113.9928273809524,113.7845585866379
2016-03-25 05:00:00+00:00,173.57777777777778,160.88371212121223,160.87054664619967,131.85544303797468,131.59655890802014,113.8134523809524,113.79047788154088
2016-03-25 06:00:00+00:00,174.57777777777778,160.88555555555558,160.88235416791136,131.83101265822788,131.59112448975355,113.58675595238094,113.79634725967627
2016-03-25 07:00:00+00:00,175.57777777777778,160.85015151515154,160.8939279334515,131.7853164556962,131.58574431932252,113.99750000000004,113.80216714198671
2016-03-25 08:00:00+00:00,176.57777777777778,160.82426767676762,160.90527257054376,131.73930379746838,131.5804178552104,113.67220238095234,113.8079379458651
2016-03-25 09:00:00+00:00,177.57777777777778,160.84416666666664,160.9163926152957,131.73563291139243,131.5751445613062,114.0192261904762,113.8136600851845
2016-03-25 10:00:00+00:00,178.57777777777778,160.8306818181818,160.9272925140126,131.69443037974682,131.56992390685048,113.68889880952378,113.8193339703278
2016-03-25 11:00:00+00:00,179.57777777777778,160.85247474747473,160.9379766249752,131.70987341772152,131.56475536638197,113.50032738095229,113.82496000821722
2016-03-25 12:00:00+00:00,180.57777777777778,160.8833333333333,160.94844922018228,131.71303797468352,131.5596384196848,114.23648809523816,113.83053860234342
2016-03-25 13:00:00+00:00,181.57777777777778,160.87709595959592,160.95871448705907,131.6932278481013,131.55457255173593,113.8147023809524,113.83607015279448
2016-03-25 14:00:00+00:00,182.57777777777778,160.89333333333343,160.96877653013127,131.6790506329114,131.54955725265344,113.62166666666664,113.84155505628456
2016-03-25 15:00:00+00:00,183.57777777777778,160.96095959595954,160.97863937266638,131.73196202531645,131.54459201764521,113.80916666666668,113.84699370618242
2016-03-25 16:00:00+00:00,184.57777777777778,161.08323232323227,160.98830695828238,131.82999999999996,131.53967634695812,113.82345238095236,113.85238649253951
2016-03-25 17:00:00+00:00,185.57777777777778,161.16409090909093,160.9977831525246,131.90443037974686,131.53480974582766,114.09529761904764,113.85773380211809
2016-03-25 18:00:00+00:00,186.57777777777778,161.2169696969697,161.00707174441118,131.9254430379747,131.5299917244282,114.16071428571428,113.86303601841887
2016-03-25 19:00:00+00:00,187.57777777777778,160.93474747474752,161.01617644794834,131.30215189873422,131.52522179782375,113.37446428571432,113.86829352170852
